Peleador_A,Peleador_B,DATE,WINNER,METHOD,TIME,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TOTAL_STR_A,TOTAL_STR_B,TD_A,TD_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,STR_HEAD_A,STR_HEAD_B,STR_BODY_A,STR_BODY_B,STR_LEG_A,STR_LEG_B,STR_DISTANCE_A,STR_DISTANCE_B,STR_CLINCH_A,STR_CLINCH_B,STR_GROUND_A,STR_GROUND_B
Jamie Pickett,Joseph Holmes,"January 15, 2022",1,Decision - Unanimous,TIME: 5:00,0,0,40%,54%,54 of 126,59 of 101,2 of 4,0 of 2,50%,0%,0,0,0,0,3:02,3:15,22 of 86,30 of 65,19 of 24,13 of 19,9 of 12,8 of 9,40 of 108,41 of 82,10 of 14,10 of 11,0 of 0,0 of 0
Court McGee,Ramiz Brahimaj,"January 15, 2022",1,Decision - Unanimous,TIME: 5:00,1,0,59%,51%,76 of 113,35 of 65,5 of 11,1 of 3,45%,33%,1,1,0,0,10:57,0:30,30 of 63,21 of 51,17 of 21,10 of 10,7 of 7,1 of 1,46 of 81,25 of 53,4 of 6,7 of 9,4 of 4,0 of 0
Brian Kelleher,Kevin Croom,"January 15, 2022",1,Decision - Unanimous,TIME: 5:00,1,0,49%,34%,67 of 123,83 of 206,6 of 8,0 of 1,75%,0%,0,0,0,0,6:26,0:47,25 of 58,36 of 141,12 of 17,11 of 16,1 of 2,13 of 17,25 of 58,58 of 168,3 of 5,2 of 6,10 of 14,0 of 0
TJ Brown,Charles Rosa,"January 15, 2022",1,Decision - Unanimous,TIME: 5:00,0,0,58%,42%,88 of 141,71 of 132,6 of 8,0 of 0,75%,---,3,1,2,1,7:39,2:42,46 of 85,21 of 76,10 of 12,5 of 10,2 of 2,20 of 21,49 of 87,42 of 99,2 of 5,1 of 2,7 of 7,3 of 6
Derrick Lewis,Chris Daukaus,"December 18, 2021",1,KO/TKO,TIME: 3:36,1,0,50%,52%,14 of 28,10 of 19,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,12 of 26,6 of 14,1 of 1,1 of 1,1 of 1,3 of 4,11 of 24,8 of 15,3 of 4,2 of 4,0 of 0,0 of 0
Stephen Thompson,Belal Muhammad,"December 18, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,59%,61%,51 of 67,171 of 271,0 of 1,7 of 9,0%,77%,0,1,0,0,0:52,11:57,14 of 27,56 of 92,5 of 5,1 of 1,0 of 0,1 of 2,17 of 29,2 of 10,1 of 1,1 of 1,1 of 2,55 of 84
Amanda Lemos,Angela Hill,"December 18, 2021",1,Decision - Split,TIME: 5:00,1,0,43%,45%,68 of 135,74 of 138,0 of 3,1 of 7,0%,14%,0,0,0,1,2:11,4:24,32 of 90,25 of 74,11 of 16,18 of 25,7 of 8,5 of 7,36 of 89,33 of 88,6 of 9,15 of 18,8 of 16,0 of 0
Raphael Assuncao,Ricky Simon,"December 18, 2021",1,KO/TKO,TIME: 2:14,0,1,28%,60%,10 of 28,27 of 41,0 of 0,2 of 4,---,50%,0,0,0,0,0:00,4:02,1 of 17,13 of 25,1 of 1,4 of 4,5 of 7,1 of 1,7 of 25,10 of 19,0 of 0,0 of 0,0 of 0,8 of 11
Diego Ferreira,Mateusz Gamrot,"December 18, 2021",1,KO/TKO,TIME: 3:26,0,0,35%,43%,37 of 104,31 of 67,0 of 0,4 of 7,---,57%,0,0,0,0,0:00,1:05,18 of 69,15 of 46,12 of 23,5 of 7,6 of 9,5 of 5,35 of 98,22 of 54,1 of 3,0 of 0,0 of 0,3 of 4
Cub Swanson,Darren Elkins,"December 18, 2021",1,KO/TKO,TIME: 2:12,1,0,60%,10%,18 of 30,5 of 22,0 of 0,0 of 2,---,0%,0,0,0,0,0:09,0:00,16 of 28,2 of 18,2 of 2,0 of 1,0 of 0,0 of 0,16 of 26,2 of 19,0 of 0,0 of 0,2 of 4,0 of 0
Dustin Stoltzfus,Gerald Meerschaert,"December 18, 2021",1,Submission,TIME: 2:58,0,0,37%,50%,51 of 72,19 of 30,4 of 4,1 of 1,100%,100%,1,3,0,0,7:27,3:14,8 of 28,8 of 19,2 of 2,3 of 3,2 of 2,0 of 0,7 of 24,10 of 21,0 of 1,1 of 1,5 of 7,0 of 0
Justin Tafa,Harry Hunsucker,"December 18, 2021",1,KO/TKO,TIME: 1:53,1,0,50%,55%,5 of 10,5 of 9,0 of 0,0 of 1,---,0%,0,1,0,0,1:02,0:00,4 of 9,2 of 5,1 of 1,1 of 1,0 of 0,2 of 3,4 of 8,5 of 9,0 of 0,0 of 0,1 of 2,0 of 0
Sijara Eubanks,Melissa Gatto,"December 18, 2021",1,KO/TKO,TIME: 0:45,0,1,31%,50%,32 of 68,64 of 91,1 of 4,0 of 1,25%,0%,0,0,1,1,6:05,3:01,10 of 37,11 of 27,4 of 8,2 of 2,0 of 0,4 of 5,5 of 33,13 of 29,2 of 2,2 of 2,7 of 10,2 of 3
Charles Jourdain,Andre Ewell,"December 18, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,60%,32%,150 of 246,59 of 176,0 of 2,1 of 1,0%,100%,0,0,0,0,2:27,0:35,70 of 149,26 of 132,34 of 40,16 of 25,33 of 39,14 of 14,95 of 175,55 of 168,26 of 31,1 of 3,16 of 22,0 of 0
Raquel Pennington,Macy Chiasson,"December 18, 2021",1,Submission,TIME: 3:07,0,0,56%,30%,61 of 95,64 of 126,0 of 0,1 of 2,---,50%,1,0,0,0,1:09,1:18,22 of 48,16 of 65,20 of 28,9 of 18,3 of 3,1 of 3,38 of 71,22 of 79,7 of 8,3 of 6,0 of 0,1 of 1
Don'Tale Mayes,Josh Parisian,"December 18, 2021",1,KO/TKO,TIME: 3:26,0,0,60%,62%,117 of 147,24 of 33,6 of 8,0 of 2,75%,0%,0,0,0,0,11:32,0:21,15 of 31,7 of 11,8 of 8,1 of 3,2 of 2,2 of 2,13 of 25,6 of 11,3 of 3,4 of 5,9 of 13,0 of 0
Jordan Leavitt,Matt Sayles,"December 18, 2021",1,Submission,TIME: 2:05,0,0,45%,38%,22 of 37,13 of 34,1 of 6,1 of 1,16%,100%,3,1,0,0,2:48,1:14,4 of 12,2 of 14,1 of 4,8 of 12,4 of 4,3 of 8,7 of 18,13 of 34,1 of 1,0 of 0,1 of 1,0 of 0
Charles Oliveira,Dustin Poirier,"December 11, 2021",1,Submission,TIME: 1:02,0,1,55%,61%,98 of 157,69 of 105,0 of 6,0 of 0,0%,---,3,0,1,0,5:41,0:35,48 of 99,56 of 92,22 of 29,2 of 2,3 of 3,0 of 0,38 of 86,49 of 80,17 of 19,5 of 7,18 of 26,4 of 7
Amanda Nunes,Julianna Pena,"December 11, 2021",1,Submission,TIME: 3:26,0,0,46%,58%,58 of 112,90 of 147,1 of 1,1 of 1,100%,100%,0,1,0,0,3:35,0:25,36 of 85,69 of 122,1 of 3,10 of 13,9 of 11,0 of 0,44 of 97,78 of 134,0 of 0,1 of 1,2 of 2,0 of 0
Geoff Neal,Santiago Ponzinibbio,"December 11, 2021",1,Decision - Split,TIME: 5:00,0,0,52%,39%,86 of 162,91 of 229,0 of 0,1 of 4,---,25%,0,0,0,0,0:03,0:23,73 of 145,62 of 195,5 of 9,12 of 17,7 of 7,17 of 17,85 of 161,90 of 228,0 of 0,1 of 1,0 of 0,0 of 0
Kai Kara-France,Cody Garbrandt,"December 11, 2021",1,KO/TKO,TIME: 3:21,2,0,56%,52%,23 of 41,9 of 17,0 of 0,0 of 1,---,0%,0,0,0,0,0:06,0:06,18 of 32,4 of 10,1 of 4,0 of 1,4 of 5,5 of 6,19 of 37,9 of 17,0 of 0,0 of 0,4 of 4,0 of 0
Raulian Paiva,Sean O'Malley,"December 11, 2021",1,KO/TKO,TIME: 4:42,0,1,23%,62%,11 of 47,40 of 63,0 of 2,0 of 0,0%,---,0,0,0,0,0:00,0:02,2 of 32,28 of 50,3 of 6,8 of 9,6 of 9,3 of 3,11 of 47,37 of 59,0 of 0,0 of 0,0 of 0,2 of 3
Josh Emmett,Dan Ige,"December 11, 2021",1,Decision - Unanimous,TIME: 5:00,1,0,36%,41%,62 of 167,73 of 171,0 of 0,1 of 4,---,25%,0,0,1,0,0:47,0:21,51 of 151,54 of 147,7 of 12,9 of 13,2 of 2,7 of 8,48 of 151,68 of 164,5 of 7,1 of 3,7 of 7,1 of 1
Pedro Munhoz,Dominick Cruz,"December 11, 2021",1,Decision - Unanimous,TIME: 5:00,1,0,43%,37%,79 of 175,105 of 276,0 of 1,1 of 9,0%,11%,0,0,0,0,0:10,0:06,45 of 128,79 of 240,10 of 16,13 of 23,19 of 26,11 of 11,73 of 168,100 of 270,1 of 2,2 of 3,0 of 0,1 of 1
Augusto Sakai,Tai Tuivasa,"December 11, 2021",1,KO/TKO,TIME: 0:26,0,1,72%,65%,40 of 49,44 of 62,0 of 1,0 of 1,0%,0%,0,0,0,0,0:33,1:58,6 of 12,26 of 43,12 of 13,8 of 8,3 of 4,0 of 1,5 of 12,13 of 27,16 of 17,21 of 25,0 of 0,0 of 0
Jordan Wright,Bruno Silva,"December 11, 2021",1,KO/TKO,TIME: 1:28,0,1,76%,65%,22 of 28,22 of 33,0 of 0,0 of 0,---,---,0,0,0,0,0:23,0:10,9 of 15,18 of 28,10 of 10,0 of 0,1 of 1,1 of 1,11 of 16,8 of 13,9 of 10,3 of 5,0 of 0,8 of 11
Andre Muniz,Eryk Anders,"December 11, 2021",1,Submission,TIME: 3:13,0,0,50%,23%,12 of 20,3 of 13,2 of 5,0 of 1,40%,0%,2,0,0,0,2:18,0:00,6 of 14,0 of 8,1 of 1,3 of 5,1 of 1,0 of 0,5 of 12,3 of 12,2 of 2,0 of 1,1 of 2,0 of 0
Miranda Maverick,Erin Blanchfield,"December 11, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,32%,66%,42 of 88,96 of 128,0 of 1,7 of 8,0%,87%,0,1,0,0,0:06,12:00,10 of 52,35 of 58,5 of 7,9 of 9,6 of 6,2 of 2,19 of 60,19 of 37,2 of 5,4 of 5,0 of 0,23 of 27
Ryan Hall,Darrick Minner,"December 11, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,81%,57%,163 of 180,56 of 78,0 of 2,1 of 1,0%,100%,7,0,3,1,5:37,4:58,22 of 31,16 of 33,18 of 18,6 of 7,0 of 0,4 of 5,7 of 12,17 of 31,1 of 1,3 of 3,32 of 36,6 of 11
Randy Costa,Tony Kelley,"December 11, 2021",1,KO/TKO,TIME: 4:15,0,0,47%,48%,32 of 66,129 of 218,0 of 1,0 of 0,0%,---,0,0,0,0,2:29,3:26,20 of 54,26 of 93,11 of 11,43 of 62,0 of 0,13 of 14,19 of 53,27 of 93,12 of 12,32 of 42,0 of 0,23 of 34
Gillian Robertson,Priscila Cachoeira,"December 11, 2021",1,Submission,TIME: 4:59,0,0,74%,55%,52 of 66,22 of 39,1 of 4,0 of 0,25%,---,1,0,0,0,2:49,0:06,26 of 35,17 of 31,3 of 5,3 of 5,3 of 3,0 of 0,9 of 17,18 of 34,2 of 2,1 of 1,21 of 24,1 of 1
Rob Font,Jose Aldo,"December 04, 2021",1,Decision - Unanimous,TIME: 5:00,0,2,48%,53%,193 of 350,96 of 172,1 of 5,0 of 1,20%,0%,0,1,0,0,2:08,9:06,94 of 238,57 of 129,38 of 48,19 of 20,17 of 19,10 of 12,135 of 289,75 of 146,6 of 8,2 of 3,8 of 8,9 of 12
Brad Riddell,Rafael Fiziev,"December 04, 2021",1,KO/TKO,TIME: 2:20,0,0,51%,53%,62 of 118,66 of 123,1 of 4,0 of 0,25%,---,0,0,0,0,0:14,0:09,23 of 72,36 of 78,20 of 26,22 of 30,16 of 17,8 of 15,59 of 114,64 of 121,0 of 1,2 of 2,0 of 0,0 of 0
Jimmy Crute,Jamahal Hill,"December 04, 2021",1,KO/TKO,TIME: 0:48,0,1,50%,40%,6 of 12,4 of 10,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:01,2 of 7,2 of 8,2 of 3,2 of 2,2 of 2,0 of 0,5 of 11,1 of 7,1 of 1,2 of 2,0 of 0,1 of 1
Clay Guida,Leonardo Santos,"December 04, 2021",1,Submission,TIME: 1:21,0,1,36%,68%,50 of 87,65 of 92,2 of 7,0 of 0,28%,---,1,0,0,0,2:09,1:01,8 of 39,22 of 39,6 of 6,17 of 19,4 of 5,2 of 2,7 of 38,13 of 21,0 of 1,16 of 23,11 of 11,12 of 16
Brendan Allen,Chris Curtis,"December 04, 2021",1,KO/TKO,TIME: 1:58,0,1,60%,67%,44 of 72,64 of 96,0 of 3,0 of 0,0%,---,1,0,0,0,0:18,0:43,26 of 53,38 of 65,10 of 10,20 of 22,7 of 8,3 of 3,39 of 66,49 of 76,4 of 5,10 of 10,0 of 0,2 of 4
Alex Morono,Mickey Gall,"December 04, 2021",1,Decision - Unanimous,TIME: 5:00,1,0,39%,45%,93 of 233,69 of 149,0 of 0,0 of 1,---,0%,0,0,0,0,1:23,0:08,70 of 200,35 of 106,18 of 28,28 of 36,2 of 2,2 of 2,82 of 216,64 of 142,1 of 1,1 of 1,7 of 13,0 of 1
Maki Pitolo,Dusko Todorovic,"December 04, 2021",1,KO/TKO,TIME: 4:34,0,0,44%,56%,13 of 29,67 of 91,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,2:46,5 of 20,28 of 51,5 of 6,1 of 1,3 of 3,1 of 1,12 of 28,9 of 22,1 of 1,0 of 1,0 of 0,21 of 30
Manel Kape,Zhalgas Zhumagulov,"December 04, 2021",1,KO/TKO,TIME: 4:02,2,0,73%,39%,54 of 73,31 of 79,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,39 of 56,19 of 61,5 of 7,6 of 11,9 of 9,6 of 7,53 of 72,31 of 78,0 of 0,0 of 1,0 of 0,0 of 0
Bryan Barberena,Darian Weeks,"December 04, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,49%,56%,134 of 243,125 of 217,0 of 0,4 of 8,---,50%,0,0,0,0,0:21,3:18,55 of 152,62 of 136,30 of 36,37 of 51,23 of 29,19 of 22,97 of 205,101 of 187,11 of 12,14 of 18,0 of 0,3 of 4
Cheyanne Vlismas,Mallory Martin,"December 04, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,49%,38%,146 of 283,106 of 236,0 of 0,0 of 5,---,0%,0,0,0,0,0:00,2:46,102 of 223,65 of 189,26 of 41,14 of 19,6 of 7,1 of 2,123 of 257,66 of 194,11 of 14,14 of 16,0 of 0,0 of 0
Alonzo Menifield,William Knight,"December 04, 2021",1,Decision - Unanimous,TIME: 5:00,0,1,57%,49%,66 of 99,82 of 139,0 of 2,1 of 4,0%,25%,0,0,1,1,6:25,0:43,34 of 67,32 of 82,8 of 8,14 of 19,2 of 2,9 of 10,44 of 77,38 of 93,0 of 0,10 of 10,0 of 0,7 of 8
Claudio Puelles,Chris Gruetzemacher,"December 04, 2021",1,Submission,TIME: 3:25,0,0,63%,69%,72 of 103,96 of 123,1 of 8,1 of 1,12%,100%,1,0,0,0,6:20,2:49,31 of 48,15 of 28,11 of 18,16 of 20,1 of 2,7 of 7,19 of 32,22 of 33,5 of 11,10 of 14,19 of 25,6 of 8
Louis Smolka,Vince Morales,"December 04, 2021",1,KO/TKO,TIME: 2:02,0,1,71%,55%,23 of 32,27 of 50,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,5 of 14,16 of 34,10 of 10,8 of 12,8 of 8,3 of 3,19 of 28,18 of 38,4 of 4,4 of 6,0 of 0,5 of 5
Ketlen Vieira,Miesha Tate,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,42%,44%,156 of 313,145 of 302,0 of 1,1 of 6,0%,16%,0,0,0,0,0:02,2:52,95 of 243,52 of 175,14 of 16,60 of 88,4 of 4,10 of 13,105 of 254,110 of 260,8 of 9,12 of 16,0 of 0,0 of 0
Michael Chiesa,Sean Brady,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,50%,42%,71 of 107,51 of 80,1 of 1,5 of 8,100%,62%,0,0,0,0,0:53,7:45,19 of 44,8 of 31,10 of 13,2 of 2,0 of 0,8 of 9,18 of 42,18 of 42,5 of 6,0 of 0,6 of 9,0 of 0
Joanne Wood,Taila Santos,"November 20, 2021",1,Submission,TIME: 4:49,0,2,39%,50%,30 of 72,36 of 67,0 of 0,0 of 0,---,---,0,2,0,0,0:00,1:17,8 of 36,21 of 46,3 of 7,3 of 7,16 of 25,6 of 7,26 of 67,19 of 42,1 of 1,0 of 0,0 of 0,11 of 18
Rani Yahya,Kyung Ho Kang,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,1,56%,52%,152 of 218,103 of 154,3 of 8,0 of 0,37%,---,1,0,1,0,10:36,1:05,7 of 25,36 of 73,1 of 1,1 of 3,19 of 22,6 of 6,26 of 47,40 of 78,0 of 0,0 of 0,1 of 1,3 of 4
Davey Grant,Adrian Yanez,"November 20, 2021",1,Decision - Split,TIME: 5:00,0,0,35%,39%,98 of 274,100 of 255,0 of 1,0 of 0,0%,---,0,0,0,0,0:10,0:00,40 of 182,66 of 212,40 of 68,14 of 22,18 of 23,20 of 21,98 of 272,100 of 255,0 of 1,0 of 0,0 of 0,0 of 0
Pat Sabatini,Tucker Lutz,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,66%,48%,111 of 132,36 of 55,5 of 11,1 of 1,45%,100%,3,0,1,0,10:55,1:16,9 of 17,5 of 21,4 of 4,9 of 11,3 of 3,3 of 3,12 of 20,11 of 29,2 of 2,6 of 6,2 of 2,0 of 0
Rafa Garcia,Natan Levy,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,38%,37%,55 of 117,56 of 136,7 of 12,3 of 7,58%,42%,0,0,0,0,5:37,0:48,21 of 74,21 of 94,10 of 13,19 of 26,4 of 4,7 of 7,31 of 83,45 of 121,3 of 3,2 of 6,1 of 5,0 of 0
Loma Lookboonmee,Loopy Godinez,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,38%,51%,72 of 125,64 of 98,1 of 2,5 of 12,50%,41%,0,1,0,0,2:53,7:32,8 of 23,14 of 36,4 of 12,6 of 6,3 of 4,3 of 3,11 of 34,17 of 35,2 of 3,3 of 4,2 of 2,3 of 6
Cody Durden,Aoriqileng,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,45%,45%,80 of 158,78 of 161,5 of 10,1 of 3,50%,33%,0,0,0,0,5:39,1:17,39 of 110,44 of 116,7 of 8,14 of 18,14 of 15,7 of 8,52 of 123,60 of 133,5 of 7,2 of 5,3 of 3,3 of 4
Shayilan Nuerdanbieke,Sean Soriano,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,34%,62%,111 of 190,49 of 76,4 of 8,2 of 2,50%,100%,0,0,2,2,7:25,1:45,11 of 38,16 of 34,2 of 5,9 of 11,4 of 6,10 of 11,15 of 47,30 of 49,0 of 0,0 of 0,2 of 2,5 of 7
Luana Pinheiro,Sam Hughes,"November 20, 2021",1,Decision - Unanimous,TIME: 5:00,1,0,37%,40%,67 of 170,65 of 147,2 of 3,0 of 0,66%,---,1,0,0,0,2:07,0:19,40 of 126,23 of 72,14 of 25,6 of 22,6 of 8,24 of 36,53 of 148,50 of 126,2 of 4,3 of 4,5 of 7,0 of 0
Max Holloway,Yair Rodriguez,"November 13, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,56%,45%,251 of 434,186 of 383,3 of 5,1 of 5,60%,20%,1,0,0,1,6:49,1:20,129 of 278,78 of 247,66 of 83,24 of 41,35 of 43,57 of 64,187 of 347,152 of 343,22 of 24,5 of 5,21 of 33,2 of 4
Ben Rothwell,Marcos Rogerio de Lima,"November 13, 2021",1,KO/TKO,TIME: 0:32,0,0,25%,58%,2 of 8,14 of 24,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,2 of 8,11 of 20,0 of 0,0 of 1,0 of 0,3 of 3,2 of 8,14 of 24,0 of 0,0 of 0,0 of 0,0 of 0
Felicia Spencer,Leah Letson,"November 13, 2021",1,KO/TKO,TIME: 4:25,0,0,71%,47%,227 of 275,69 of 90,4 of 13,1 of 1,30%,100%,0,0,1,0,11:58,1:01,44 of 65,10 of 27,12 of 13,6 of 8,0 of 0,1 of 1,5 of 17,13 of 29,39 of 45,4 of 7,12 of 16,0 of 0
Miguel Baeza,Khaos Williams,"November 13, 2021",1,KO/TKO,TIME: 1:02,0,1,55%,37%,32 of 57,60 of 145,0 of 2,0 of 1,0%,0%,5,0,0,0,0:00,0:48,13 of 35,23 of 94,1 of 4,6 of 7,17 of 17,20 of 30,31 of 56,36 of 113,0 of 0,2 of 4,0 of 0,11 of 14
Song Yadong,Julio Arce,"November 13, 2021",1,KO/TKO,TIME: 1:35,1,0,37%,16%,30 of 80,13 of 78,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,15 of 60,7 of 69,8 of 12,4 of 7,7 of 8,2 of 2,27 of 77,13 of 78,0 of 0,0 of 0,3 of 3,0 of 0
Thiago Moises,Joel Alvarez,"November 13, 2021",1,KO/TKO,TIME: 3:01,0,0,45%,60%,11 of 24,44 of 73,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,5 of 18,27 of 54,3 of 3,12 of 14,3 of 3,5 of 5,11 of 24,36 of 61,0 of 0,8 of 12,0 of 0,0 of 0
Cynthia Calvillo,Andrea Lee,"November 13, 2021",1,KO/TKO,TIME: 5:00,0,0,30%,40%,47 of 154,85 of 211,1 of 3,0 of 1,33%,0%,0,0,0,0,0:39,0:00,18 of 99,46 of 155,21 of 46,30 of 45,8 of 9,8 of 10,47 of 154,83 of 208,0 of 0,1 of 2,0 of 0,0 of 0
Sean Woodson,Collin Anglin,"November 13, 2021",1,KO/TKO,TIME: 4:30,1,0,51%,20%,59 of 107,8 of 40,0 of 0,0 of 1,---,0%,0,0,0,0,0:22,0:13,23 of 61,4 of 26,17 of 26,2 of 10,10 of 11,2 of 4,48 of 95,8 of 40,2 of 2,0 of 0,0 of 1,0 of 0
Cortney Casey,Liana Jojua,"November 13, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,40%,22%,124 of 257,57 of 184,0 of 0,2 of 3,---,66%,0,0,0,0,0:00,1:33,61 of 173,29 of 143,12 of 25,4 of 9,16 of 20,1 of 2,86 of 213,30 of 145,2 of 2,1 of 2,1 of 3,3 of 7
Marc Diakiese,Rafael Alves,"November 13, 2021",1,Submission,TIME: 1:48,0,0,23%,54%,3 of 13,6 of 11,0 of 1,0 of 0,0%,---,0,1,0,0,0:03,0:00,0 of 7,3 of 8,1 of 3,1 of 1,2 of 3,2 of 2,3 of 13,6 of 11,0 of 0,0 of 0,0 of 0,0 of 0
Kennedy Nzechukwu,Da Woon Jung,"November 13, 2021",1,KO/TKO,TIME: 3:04,0,1,33%,32%,6 of 18,16 of 49,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,6 of 18,15 of 47,0 of 0,1 of 2,0 of 0,0 of 0,6 of 18,12 of 42,0 of 0,3 of 6,0 of 0,1 of 1
Kamaru Usman,Colby Covington,"November 06, 2021",1,Decision - Unanimous,TIME: 5:00,2,0,41%,38%,158 of 336,119 of 298,1 of 1,0 of 11,100%,0%,0,0,0,0,1:16,1:54,80 of 241,79 of 242,41 of 50,23 of 33,2 of 2,5 of 6,107 of 274,101 of 274,6 of 7,6 of 7,10 of 12,0 of 0
Rose Namajunas,Zhang Weili,"November 06, 2021",1,Decision - Split,TIME: 5:00,0,0,51%,47%,130 of 219,162 of 272,2 of 2,5 of 11,100%,45%,0,0,1,0,7:00,3:37,57 of 131,36 of 112,12 of 17,14 of 16,17 of 20,33 of 45,60 of 136,64 of 138,6 of 6,5 of 8,20 of 26,14 of 27
Frankie Edgar,Marlon Vera,"November 06, 2021",1,KO/TKO,TIME: 3:50,0,1,60%,53%,138 of 202,110 of 187,3 of 9,0 of 0,33%,---,0,1,0,0,4:25,0:01,59 of 113,60 of 130,25 of 32,22 of 26,10 of 10,6 of 8,69 of 125,75 of 140,0 of 1,1 of 1,25 of 29,12 of 23
Shane Burgos,Billy Quarantillo,"November 06, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,67%,46%,232 of 329,196 of 383,0 of 0,0 of 14,---,0%,0,0,0,0,2:26,2:09,133 of 219,129 of 301,32 of 37,28 of 39,28 of 32,7 of 9,162 of 252,145 of 322,30 of 35,19 of 27,1 of 1,0 of 0
Justin Gaethje,Michael Chandler,"November 06, 2021",1,Decision - Unanimous,TIME: 5:00,1,0,63%,42%,133 of 205,104 of 246,0 of 0,1 of 6,---,16%,0,0,0,0,1:37,0:03,83 of 143,64 of 199,7 of 12,28 of 35,26 of 28,11 of 11,102 of 164,99 of 241,5 of 5,4 of 4,9 of 14,0 of 0
Alex Pereira,Andreas Michailidis,"November 06, 2021",1,KO/TKO,TIME: 0:18,1,0,61%,27%,25 of 33,11 of 19,0 of 0,2 of 7,---,28%,0,0,0,0,0:04,3:59,4 of 10,3 of 6,5 of 6,0 of 2,2 of 2,0 of 3,4 of 9,0 of 5,6 of 7,2 of 5,1 of 2,1 of 1
Al Iaquinta,King Green,"November 06, 2021",1,KO/TKO,TIME: 2:25,0,1,33%,70%,10 of 30,29 of 41,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:15,5 of 21,23 of 35,3 of 6,2 of 2,2 of 3,3 of 3,10 of 30,16 of 26,0 of 0,0 of 0,0 of 0,12 of 14
Phil Hawes,Chris Curtis,"November 06, 2021",1,KO/TKO,TIME: 4:27,0,1,53%,58%,49 of 91,22 of 37,0 of 3,0 of 0,0%,---,0,0,0,0,0:00,0:03,24 of 63,15 of 27,15 of 18,5 of 8,9 of 9,1 of 1,46 of 85,18 of 33,2 of 5,2 of 2,0 of 0,1 of 1
Edmen Shahbazyan,Nassourdine Imavov,"November 06, 2021",1,KO/TKO,TIME: 4:52,0,0,62%,66%,29 of 43,64 of 87,1 of 5,0 of 1,20%,0%,0,4,0,0,2:34,3:56,10 of 19,34 of 54,4 of 8,4 of 5,8 of 8,4 of 4,19 of 31,16 of 33,2 of 3,5 of 6,1 of 1,21 of 24
Ian Machado Garry,Jordan Williams,"November 06, 2021",1,KO/TKO,TIME: 4:59,1,0,64%,44%,22 of 32,24 of 54,0 of 0,0 of 1,---,0%,0,0,0,0,0:37,0:47,11 of 21,16 of 44,5 of 5,3 of 3,2 of 2,3 of 3,14 of 22,20 of 48,4 of 6,2 of 2,0 of 0,0 of 0
Gian Villante,Chris Barnett,"November 06, 2021",1,KO/TKO,TIME: 2:23,0,1,58%,54%,30 of 51,44 of 76,0 of 0,0 of 0,---,---,0,0,0,0,0:08,0:12,6 of 24,13 of 41,21 of 23,4 of 5,3 of 4,21 of 24,28 of 49,28 of 52,2 of 2,1 of 1,0 of 0,9 of 17
Dustin Jacoby,John Allan,"November 06, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,47%,40%,153 of 321,78 of 190,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,110 of 270,43 of 149,21 of 28,11 of 14,22 of 23,23 of 26,152 of 319,76 of 184,1 of 2,1 of 5,0 of 0,0 of 0
Melsik Baghdasaryan,Bruno Souza,"November 06, 2021",1,Decision - Unanimous,TIME: 5:00,0,0,60%,44%,77 of 126,47 of 104,0 of 0,0 of 4,---,0%,0,0,0,0,0:10,0:45,26 of 63,27 of 70,25 of 32,13 of 24,24 of 29,6 of 9,68 of 117,41 of 96,7 of 7,5 of 7,0 of 0,0 of 0
